id	sentiment_score	upvotes
jsid-post-a6Zo4We	0.9783	186
jsid-post-a5Qov0r	0.0	765
jsid-post-a7oMPmb	0.9231	70
jsid-post-aMVjDvx	0.6597	142
jsid-post-aGyj6B7	0.91	43
jsid-post-a9ypZEZ	0.7184	60
jsid-post-aGyj6pG	0.2023	210
jsid-post-a7oMPLw	0.8885	885
jsid-post-awyXGpR	0.9451	2300
jsid-post-aGyj6p5	0.5267	23
jsid-post-agmX6r6	0.9493	63
jsid-post-avyOXEW	-0.9794	4400
jsid-post-azxXDRZ	0.6124	1000
jsid-post-aYQgnD2	0.8481	1000
jsid-post-a2voj3E	0.8402	34
jsid-post-aLnjNw5	0.9403	1600
jsid-post-aMVjNnM	0.6486	80
jsid-post-aPAjdYg	0.9403	235
jsid-post-agmXZLg	-0.7269	1500
jsid-post-aW41N8Z	0.7579	202
jsid-post-ajPEM6x	0.886	2800
jsid-post-aMVjNjA	0.8834	89
jsid-post-aLnjNRM	0.9153	618
jsid-post-aPAjpEB	0.9368	9400
jsid-post-aVv3dAM	0.7717	281
jsid-post-aXPxdy2	0.8979	602
jsid-post-a87onQp	0.9716	789
jsid-post-a87onVV	0.128	550
jsid-post-a2vZGPO	0.8807	107
jsid-post-a6ZO8wL	0.0	318
jsid-post-aLngrQM	0.9781	102
jsid-post-aO8YGy2	0.7351	82
jsid-post-aMVZybG	0.7003	42
jsid-post-aMVZqRX	0.6808	15
jsid-post-aryG860	0.9349	10
jsid-post-aGyZ75z	0.9554	25
jsid-post-aryG8MX	0.9531	12
jsid-post-aBy04d2	0.7964	11
jsid-post-a4PQWop	-0.1027	11
jsid-post-a873zoV	-0.25	42
jsid-post-a0eQw5Q	0.8519	33
jsid-post-a34KOG7	0.7269	54
jsid-post-a9ypGnW	0.0516	114
jsid-post-apR2M9M	0.9657	39
jsid-post-arygw6d	0.9831	1900
jsid-post-an7Mw6o	-0.0772	421
jsid-post-aD2x5P9	0.3818	105
jsid-post-aoyNwYx	0.9801	323
jsid-post-abAMwAB	-0.1779	2000
jsid-post-aRB3d07	0.8658	121
jsid-post-aMVj59G	0.0	164
jsid-post-aAyx5BR	0.9413	1900
jsid-post-aPAjLEn	0.7003	2400
jsid-post-aPAjL0G	0.8591	496
jsid-post-an7MZW5	0.9601	101
jsid-post-an7MZgV	0.9709	1500
jsid-post-aE0xK8G	0.5574	224
jsid-post-aND1Mob	-0.25	830
jsid-post-abAMD3p	0.1531	2300
jsid-post-a1mogpw	0.6369	105
jsid-post-a6ZozWL	0.1531	23
jsid-post-aLnj3bA	-0.1531	525
jsid-post-aE0xbWN	0.9559	56
jsid-post-aGyjq8K	0.0516	88
jsid-post-apR2Xv8	0.9382	1700
jsid-post-a34KDMQ	0.5859	137
jsid-post-aXPxm8D	0.93	3100
jsid-post-a34KzX1	0.0	2100
jsid-post-aqy7V3M	0.7964	39
jsid-post-a34Kze8	-0.9726	854
jsid-post-aO8rjP6	0.3818	180
jsid-post-aByxvd2	-0.9274	329
jsid-post-aqy7djp	0.9062	233
jsid-post-aZZ3d0Q	0.5526	182
jsid-post-aRB3yAq	0.0	409
jsid-post-agmXd0g	0.7506	771
jsid-post-aO8rGgN	0.0	459
jsid-post-ae9MdGj	0.8402	60
jsid-post-avyOmqW	0.6124	487
jsid-post-aD2xMM7	0.6908	644
jsid-post-aByxoOx	0.9833	150
jsid-post-amo7npv	0.7783	113
jsid-post-aByxomA	0.0	971
jsid-post-a0eKwov	-0.0	184
jsid-post-a2voGYZ	0.7964	443
jsid-post-a0eKwYZ	0.93	246
jsid-post-awyXvNR	-0.7351	442
jsid-post-aKGjK5b	0.9501	6300
jsid-post-a6Zo8re	-0.8979	15
jsid-post-aZZ3Rz3	0.9732	2500
jsid-post-adBKRAZ	0.9509	28
jsid-post-aByx4VP	0.9186	1600
jsid-post-adBKRgQ	0.5719	915
jsid-post-aMVjqEA	0.9062	126
jsid-post-a4P7wQA	0.8126	321
jsid-post-a6ZoGV8	0.9517	40
jsid-post-agmXKvr	0.0	607
jsid-post-a0eKMqn	0.0	504
jsid-post-aByxOzD	0.9875	116
jsid-post-aLnjdbz	0.8934	3800
jsid-post-aKGjOyW	0.7506	23
jsid-post-adBKo1D	0.8934	37
jsid-post-ajPEWgp	0.5267	45
jsid-post-aW41DOn	0.8625	207
jsid-post-a6Zojy8	0.5719	29
jsid-post-aYQg13m	0.9274	417
jsid-post-aQz32Dz	0.9565	4300
jsid-post-a2voLz1	0.5994	19
jsid-post-aND1R3w	0.0	976
jsid-post-aByxXOZ	0.34	272
jsid-post-aRB32Xy	0.8522	721
jsid-post-aoyN8OA	0.9062	102
jsid-post-aW412QA	0.8591	789
jsid-post-a9ypXj6	0.0	124
jsid-post-aAy3ZZ9	0.7003	97
jsid-post-an79V2L	0.9246	61
jsid-post-a34Qnn1	0.9628	21
jsid-post-avy8mA5	0.0	120
jsid-post-a2vZGGO	0.8216	16
jsid-post-agmnjoq	0.5719	123
jsid-post-a9yKBnj	0.9855	167
jsid-post-aW4Y9n4	0.986	24
jsid-post-a873z5Z	0.3818	114
jsid-post-an79V5o	0.0516	59
jsid-post-a5QMDVG	0.9788	22
jsid-post-aGyZb1G	0.7964	28
jsid-post-aryGzO7	0.8519	23
jsid-post-aE02EGn	0.625	32
jsid-post-amoBnYy	0.9501	11
jsid-post-aqyKDpj	0.9944	19
jsid-post-aLngn9W	0.9531	15
jsid-post-aGyZbvG	0.7269	172
jsid-post-aGyZb6Z	0.9493	97
jsid-post-azx9Qoj	0.9657	15
jsid-post-a0eQwOX	0.0	16
jsid-post-azx9QGm	0.9217	14
jsid-post-azx9Q5z	0.1531	27
jsid-post-a873z1p	-0.9563	23
jsid-post-aBy0oP2	0.9661	13
jsid-post-a9yKBr6	-0.9897	14
jsid-post-apRmVZp	0.4404	13
jsid-post-ae9rmv5	0.8571	103
jsid-post-aBy0Gnx	0.9404	15
jsid-post-aXPYeBz	0.9028	173
jsid-post-a873zr6	0.9349	24
jsid-post-aLngry5	0.9517	36
jsid-post-aqyKAxp	0.9136	12
jsid-post-ae9rWOp	0.0	15
jsid-post-amoBngv	-0.8402	21
jsid-post-amoBpr4	0.0	11
jsid-post-a4PQxL6	0.0	26
jsid-post-a873nj3	0.6597	18
jsid-post-aryGdpX	0.9712	19
jsid-post-aoyed0x	0.9893	13
jsid-post-aGyZoY7	0.9118	13
jsid-post-aBy0oqP	0.9595	13
jsid-post-a34Qn6e	-0.2023	15
jsid-post-a873nY3	0.7506	16
jsid-post-avy8mqq	0.9337	22
jsid-post-aGyZ7E0	0.9638	13
jsid-post-a9yK81o	0.9652	134
jsid-post-avy8D7b	-0.4939	0
jsid-post-aoyedjx	-0.7783	17
jsid-post-aPAYpyB	0.8316	20
jsid-post-aD21P0B	0.8225	13
jsid-post-ajP8y4g	0.2263	13
jsid-post-a4PQVdp	0.7096	10
jsid-post-aVvYVpK	0.8194	17
jsid-post-aoyedy2	0.0	36
jsid-post-aVvYdx2	0.7096	68
jsid-post-ajP8dEx	0.5423	105
jsid-post-azx9B9j	0.9217	12
jsid-post-aD21Pz9	0.8126	13
jsid-post-aBy0v01	0.5719	18
jsid-post-ae9rdrb	-0.6597	15
jsid-post-apRmd2b	0.7579	14
jsid-post-avy8DPX	-0.1335	31
jsid-post-aGyZbWz	0.8807	32
jsid-post-aAy3mrg	-0.1531	20
jsid-post-aXPYe8b	0.975	22
jsid-post-abAYE98	0.886	23
jsid-post-amoBd1X	0.0516	20
jsid-post-ajP8d0G	0.0	16
jsid-post-adBLd6D	0.9512	14
jsid-post-aZZLzK3	0.8979	87
jsid-post-ayNBomM	0.9468	31
jsid-post-aBy0ryD	0.8957	10
jsid-post-aKGxLvg	0.9849	36
jsid-post-aBy0vVP	0.9231	21
jsid-post-an79dzE	0.8957	24
jsid-post-agmndnw	-0.2023	24
jsid-post-azx9BXj	0.7964	15
jsid-post-awyA8mR	0.9694	22
jsid-post-abAYdBb	-0.9892	16
jsid-post-aW4Ydqq	0.93	10
jsid-post-a0eQ51q	0.8779	32
jsid-post-aAyxmbR	0.7387	1800
jsid-post-ae9MdeB	-0.6908	2300
jsid-post-agmXd3v	0.9738	4800
jsid-post-aRB3yg7	0.9442	218
jsid-post-a5QoD0E	0.0	196
jsid-post-aKGjpLO	-0.8658	93
jsid-post-aO8rG26	0.4767	2100
jsid-post-aqy7An7	0.9732	196
jsid-post-aE0xEpn	0.4588	70
jsid-post-a0eKwvq	0.1779	2300
jsid-post-aXPxeZz	0.9709	1200
jsid-post-aLnjWrW	0.0	3700
jsid-post-a87oVKd	0.9911	2100
jsid-post-avyO9EM	0.8658	10000
jsid-post-aKGjKW6	0.9719	327
jsid-post-a7oMn0m	0.9847	249
jsid-post-aLnjWng	0.926	58
jsid-post-aKGjKB3	-0.3612	1300
jsid-post-aLnjdqP	0.8807	1500
jsid-post-ayNXYVb	-0.3906	362
jsid-post-awyXY4B	0.8555	342
jsid-post-ayNXYvM	0.802	255
jsid-post-aMVjO1G	0.9313	3000
jsid-post-aXPxKwD	0.9231	102
jsid-post-aLnjd9V	0.9517	42
jsid-post-aqy7YNQ	0.5994	38
jsid-post-aMVjX0P	0.5106	4000
jsid-post-aZZ32XV	0.9136	112
jsid-post-a4P7q0v	0.296	123
jsid-post-aoyN88n	-0.9825	48
jsid-post-aPAjX7B	0.0	174
jsid-post-aByxXE1	-0.9607	14
jsid-post-a2vobNd	0.9723	1100
jsid-post-a1moLAb	-0.1027	84
jsid-post-aE0xXvN	-0.2263	135
jsid-post-avyORjX	0.5267	1500
jsid-post-ayNXQnq	0.9918	36
jsid-post-aVv3Lp8	0.9657	87
jsid-post-aE0xDOo	0.9769	411
jsid-post-a5Qo2zy	0.9509	109
jsid-post-aAyx2xg	0.8973	129
jsid-post-avyOR1E	0.6486	21
jsid-post-aE0xDvo	0.9231	3600
jsid-post-aGyjARz	0.6808	46
jsid-post-aD2xbpO	0.0	1000
jsid-post-ae9Mmj5	-0.9081	180
jsid-post-aXPx7Q9	0.9764	1500
jsid-post-a87oeve	0.9118	178
jsid-post-a87oeqZ	0.9501	10000
jsid-post-a1moV0v	0.2732	569
jsid-post-aGyjGZK	0.0	6100
jsid-post-aoyNxMX	0.8555	423
jsid-post-abAMxdE	0.5859	63
jsid-post-aByxE2N	0.0	276
jsid-post-ayNX1XY	0.9885	451
jsid-post-a9ypmR6	-0.5574	97
jsid-post-avyOx2M	0.9465	2600
jsid-post-aByxEYO	0.7717	54
jsid-post-aD2xZ9O	0.9612	4600
jsid-post-a7oMVYe	0.9618	306
jsid-post-a6Zonvm	0.8983	78
jsid-post-aGyjMO6	0.9493	119
jsid-post-aMVjnDW	-0.5859	26
jsid-post-aGyjMn7	0.886	1600
jsid-post-aE0xoAp	0.8979	390
jsid-post-agmX84r	0.946	33
jsid-post-aD2xZY7	0.6597	192
jsid-post-a1mo5oD	0.7579	7800
jsid-post-a5QoGRy	0.9432	288
jsid-post-aPAj8WQ	0.2732	1300
jsid-post-an7MvMo	0.9231	77
jsid-post-ayNXW8b	-0.9432	122
jsid-post-abAMWX9	0.9738	103
jsid-post-ayNXWpM	0.9648	171
jsid-post-aMVjnQV	-0.9764	94
jsid-post-a6Zo50N	0.7783	162
jsid-post-aYQgDqv	0.9538	1300
jsid-post-aQz37Aq	-0.7579	160
jsid-post-aByxVxP	0.8442	1700
jsid-post-aKGjv13	-0.6705	62
jsid-post-a0eK0bq	0.5267	367
jsid-post-aVv3KX2	0.7708	2900
jsid-post-ae9MZYj	0.8481	148
jsid-post-aLnj4KV	0.7506	14
jsid-post-ae9MOPm	0.926	1100
jsid-post-a7oMeRx	0.2023	44
jsid-post-aRB3Z8B	0.8519	95
jsid-post-ae9MO2j	0.836	485
jsid-post-aPAjPdK	0.9875	65
jsid-post-aVv3EZy	-0.1779	60
jsid-post-aQz3QQ2	0.9716	84
jsid-post-ajPEO9Q	0.9747	4100
jsid-post-awyXmOy	0.5574	21
jsid-post-apR2Drp	0.8481	217
jsid-post-aMVjBRR	0.9042	4000
jsid-post-azxXPLq	0.8887	49
jsid-post-aGyjnq6	0.4767	4100
jsid-post-an7MR65	0.9747	113
jsid-post-a9yp6eD	0.8593	559
jsid-post-a9yp6eo	0.9844	165
jsid-post-ayNX3zr	0.9816	93
jsid-post-aGyjn60	0.9694	18
jsid-post-aZZ311p	0.9877	1100
jsid-post-aRB34mj	0.9493	7700
jsid-post-a5Qo67N	0.5267	1000
jsid-post-agmX1y1	0.9666	1900
jsid-post-aO8reK3	0.9601	441
jsid-post-a6ZoXwN	0.9493	77
jsid-post-aVv3gpy	0.9816	278
jsid-post-azxX53N	-0.6705	594
jsid-post-aMVjd0W	0.9049	2000
jsid-post-azxX5yB	0.9403	107
jsid-post-aVv3gRK	0.9517	113
jsid-post-a7oM822	-0.6486	628
jsid-post-aKGj19O	0.0	2700
jsid-post-agmXQ76	0.0	495
jsid-post-aLnjLpA	0.9595	2800
jsid-post-aKGj1Zj	0.0	15
jsid-post-agmXQgW	0.9862	82
jsid-post-a4P7nZA	0.7717	1400
jsid-post-aLnjL6W	0.8658	2100
jsid-post-aD2x7wZ	-0.5267	437
jsid-post-aXPYdm9	0.8591	143
jsid-post-aQzRr12	0.5574	56
jsid-post-a4PQxQQ	0.4404	30
jsid-post-a1mQOZb	0.9618	18
jsid-post-aAy3O3g	0.3182	10
jsid-post-an79dpo	0.975	22
jsid-post-a0eQxmn	0.4404	48
jsid-post-a5QMx4r	0.9201	78
jsid-post-a5QMypy	0.4588	32
jsid-post-aQzRrjd	0.8934	14
jsid-post-ayNBzwY	0.7278	14
jsid-post-a5QMxzo	0.9042	28
jsid-post-ayNBzXY	0.0	31
jsid-post-a5QMxnq	0.8676	12
jsid-post-aKGxN3O	0.0	0
jsid-post-amoBb94	0.9618	44
jsid-post-a4PQrdw	0.6908	45
jsid-post-aMVZN1P	-0.9855	34
jsid-post-awyAGrR	0.7845	23
jsid-post-aLngNKA	0.9509	20
jsid-post-aVvYdGy	0.34	32
jsid-post-aBy0vKQ	0.8481	13
jsid-post-a34QpZN	0.9118	68
jsid-post-a9yKNRD	0.9821	120
jsid-post-aAy3N3g	0.4588	157
jsid-post-aMVZNYM	0.8591	53
jsid-post-aMVZNjX	-0.0	177
jsid-post-a873Xpd	0.8442	238
jsid-post-aoyeqg0	0.8625	12
jsid-post-aZZLVB3	0.1779	190
jsid-post-aYQYnKm	0.9607	133
jsid-post-apRmjQn	0.926	44
jsid-post-a873Xo3	0.9726	60
jsid-post-aBy0NwQ	0.0	79
jsid-post-aNDY2Wv	0.7783	120
jsid-post-aD21N4Z	0.8519	26
jsid-post-aZZLVN9	-0.946	44
jsid-post-abAYm5B	0.9468	43
jsid-post-avy8DNq	0.5267	10
jsid-post-ajP8dv8	0.9812	22
jsid-post-aBy0oN1	-0.5267	20
jsid-post-aoyeDOX	0.7845	19
jsid-post-aGyZN8Z	0.0	78
jsid-post-aD21N6d	0.5574	35
jsid-post-abAYmWX	0.8979	0
jsid-post-ajP8M1w	0.9201	24
jsid-post-apRmj9b	0.9657	32
jsid-post-aLngN46	0.0	17
jsid-post-awyAGoB	0.872	11
jsid-post-a5QMxOr	0.9953	17
jsid-post-a1mQZB8	0.9136	58
jsid-post-a2vZjD9	0.936	526
jsid-post-aD21NXG	0.926	59
jsid-post-aqyKpAP	-0.128	27
jsid-post-azx9DON	0.9246	75
jsid-post-aBy0NED	0.8176	50
jsid-post-a6ZO3je	0.5719	39
jsid-post-amoBb6y	0.9217	65
jsid-post-aE02NWx	0.6249	44
jsid-post-azx9DPx	0.9382	44
jsid-post-aoyeqWn	0.9783	26
jsid-post-an79Wn5	0.969	28
jsid-post-ae9rP4b	0.9274	18
jsid-post-azx9DKB	0.9468	15
jsid-post-ayNBV2Y	0.7713	17
jsid-post-aLngNvM	-0.5574	15
jsid-post-aRB1N0j	0.0	31
jsid-post-aD21NAG	0.8934	46
jsid-post-a9yKVDL	0.4019	18
jsid-post-aGyZoBw	0.9246	15
jsid-post-ae9rWgm	0.9682	12
jsid-post-amoBp79	0.9607	10
jsid-post-aW4YN5d	0.4019	22
jsid-post-a0eQWWZ	0.4404	54
jsid-post-aO8YN1E	0.9747	25
jsid-post-aVvY1dv	0.9828	17
jsid-post-a9yKN2j	-0.5574	23
jsid-post-aD21PBK	0.9571	32
jsid-post-aRB1RGq	0.9169	117
jsid-post-an79EXn	0.6908	23
jsid-post-adBLrN9	-0.8402	121
jsid-post-aGyZ6KK	-0.8979	26
jsid-post-axyzQd2	0.9512	50
jsid-post-aoyeAmn	0.6597	48
jsid-post-aAy3No9	0.959	33
jsid-post-aMVZNMM	0.5423	121
jsid-post-apRmjeb	0.802	15
jsid-post-aYQYnBm	0.0516	214
jsid-post-ajP8MzQ	0.979	95
jsid-post-a9yKNoo	0.3818	39
jsid-post-a873XrY	0.926	30
jsid-post-azx9D0p	-0.8807	31
jsid-post-aO8YNw2	0.9186	19
jsid-post-a1mQq4G	0.8126	21
jsid-post-aE02Nm9	0.8957	49
jsid-post-aD21Nvx	0.9816	42
jsid-post-aBy0NMQ	0.7579	48
jsid-post-a2vZj9D	0.3818	29
jsid-post-aMVZN3G	0.8442	11
jsid-post-aoyeqQw	-0.4767	28
jsid-post-aLngN3v	0.8979	18
jsid-post-aLngNr5	0.8176	36
jsid-post-aVvY1dd	0.9565	18
jsid-post-aRB1NM7	0.6369	18
jsid-post-aBy0NVN	0.8779	30
jsid-post-azx9D2j	0.8979	39
jsid-post-aD21PYK	0.9313	13
jsid-post-aoyeAp3	0.8885	53
jsid-post-aXPYQxb	0.6369	0
jsid-post-a873QYV	0.765	42
jsid-post-ayNBZnq	0.8807	83
jsid-post-a9yKZPj	0.8481	28
jsid-post-a1mQBbv	0.9712	35
jsid-post-aW4YPm3	0.8126	0
jsid-post-aMVZD86	0.0	19
jsid-post-aqyKpwp	0.9136	13
jsid-post-aAy3v3E	0.9217	11
jsid-post-agmn651	0.2212	50
jsid-post-a7o3Pde	0.0	48
jsid-post-a1mQBoR	-0.1531	11
jsid-post-ae9ryem	0.5859	13
jsid-post-aryG9Ky	0.9524	13
jsid-post-azx9oVN	-0.6656	10
jsid-post-aBy0Nvz	0.9559	13
jsid-post-a6ZO329	0.9201	21
jsid-post-aAy3qGR	0.8591	0
jsid-post-aQzRB3w	0.8074	24
jsid-post-aKGxnj6	0.9913	18
jsid-post-ae9ry6j	0.6249	15
jsid-post-aXPYG9g	0.4588	28
jsid-post-aAy3md9	-0.6369	16
jsid-post-axyzYyK	0.9666	63
jsid-post-a0eQoZd	0.8689	10
jsid-post-aNDY8bv	0.9744	0
jsid-post-aoyeAnX	0.9643	363
jsid-post-aNDY8q3	0.9525	215
jsid-post-a873Qw1	0.9451	648
jsid-post-aXPYQOg	0.9584	0
jsid-post-aKGxnOj	0.8591	216
jsid-post-aMVZDNA	0.959	55
jsid-post-adBLrdM	0.9732	90
jsid-post-agmn6dK	-0.8945	89
jsid-post-aRB19R7	0.5574	97
jsid-post-abAYKxO	0.9607	431
jsid-post-aE02yjo	0.9313	28
jsid-post-avy84DZ	0.9393	42
jsid-post-aE02yDN	0.7906	71
jsid-post-aE02yZe	0.9493	35
jsid-post-aKGxnLZ	-0.9892	16
jsid-post-a2vZ9De	0.0	48
jsid-post-avy84eb	0.9919	138
jsid-post-aD21rNK	0.9062	33
jsid-post-aMVZDdM	0.9686	131
jsid-post-an7987n	0.9786	171
jsid-post-an79820	0.9691	180
jsid-post-awyAPOW	0.8225	28
jsid-post-aE02yAn	0.0	146
jsid-post-ayNBZ2r	0.4588	104
jsid-post-aoyeAyw	0.9246	57
jsid-post-aXPYQn6	0.9442	66
jsid-post-aLngVnx	0.9859	49
jsid-post-apRmzND	0.9694	74
jsid-post-aE02yBK	0.9147	81
jsid-post-aKGxndO	0.9477	31
jsid-post-aryG9o5	-0.5574	30
jsid-post-aYQYZym	0.9756	107
jsid-post-aLngV85	0.9889	29
jsid-post-a873Q4p	0.765	16
jsid-post-aD21NK9	0.7906	33
jsid-post-avy8XKX	0.4767	65
jsid-post-aMVZNdW	0.7096	25
jsid-post-aZZLVLX	0.9698	14
jsid-post-abAYd1B	0.9451	24
jsid-post-an79rrB	-0.8316	74
jsid-post-a7o3P42	0.9792	0
jsid-post-aBy0jez	0.9648	26
jsid-post-ae9ryyj	0.8402	30
jsid-post-agmnZ8g	0.3182	12
jsid-post-adBLb3V	0.9732	15
jsid-post-aLngdYM	0.8271	36
jsid-post-ajP8ZrQ	0.7269	26
jsid-post-a34QzY1	0.7783	101
jsid-post-aZZL4qX	0.9872	86
jsid-post-aRB1955	0.9694	123
jsid-post-amoBOqd	0.9648	32
jsid-post-a34Qzv3	0.9337	43
jsid-post-ayNBZgr	0.1779	38
jsid-post-axyzQxp	0.8316	37
jsid-post-ae9ryXW	0.9062	14
jsid-post-aRB19Y5	-0.9325	14
jsid-post-aAy3q9L	0.9022	28
jsid-post-aQzRB22	0.9744	24
jsid-post-aLngVeM	0.5994	22
jsid-post-aZZLogV	0.4588	16
jsid-post-a7o36Rx	0.9545	14
jsid-post-an79dXL	0.7269	10
jsid-post-a2vZ2W9	0.765	45
jsid-post-avy8BnE	-0.5994	22
jsid-post-aYQYNe2	0.6808	31
jsid-post-aGyZry7	0.9136	50
jsid-post-aBy0bgx	-0.9666	35
jsid-post-aryGDVd	0.9774	47
jsid-post-aLngOLP	0.7783	44
jsid-post-aD21qgG	0.7964	34
jsid-post-aRB18rA	0.4939	30
jsid-post-ajP83X0	0.9186	73
jsid-post-aGyZre5	0.2023	35
jsid-post-a7o3mwe	0.4404	27
jsid-post-aZZL4m6	0.0	27
jsid-post-a2vZAE1	0.9169	82
jsid-post-aAy3LR2	0.8834	11
jsid-post-a34Qem8	0.0	28
jsid-post-aE02jnN	0.5719	12
jsid-post-a9yKEMj	0.8271	15
jsid-post-avy8BxX	0.9584	13
jsid-post-amoBKDd	0.0	27
jsid-post-a5QMy2y	-0.9442	15
jsid-post-agmnpnK	0.993	19
jsid-post-a2vZ9oZ	0.9081	46
jsid-post-awyA9Lr	0.2023	34
jsid-post-a9yK42D	0.765	18
jsid-post-abAYLqp	0.7269	12
jsid-post-aqyKVxv	0.6597	11
jsid-post-aD21rpx	0.8885	15
jsid-post-aBy0bbZ	0.9735	43
jsid-post-aAy3Lq0	0.128	34
jsid-post-awyA9Px	0.9871	16
jsid-post-aXPYmM2	0.8442	15
jsid-post-ae9r2DO	0.9781	21
jsid-post-apRmnw9	0.9451	106
jsid-post-abAYLoX	0.9337	107
jsid-post-aBy0bzD	-0.9371	65
jsid-post-ayNBmA8	-0.1779	120
jsid-post-an7900E	-0.3818	44
jsid-post-ajP83yx	0.9524	24
jsid-post-a873vLO	0.9666	21
jsid-post-ayNBm5M	0.0	11
jsid-post-a34Qnov	0.0	13
jsid-post-aW4YmzZ	0.9922	26
jsid-post-aByxzGA	0.0	64
jsid-post-aND1Gg4	-0.0258	11
jsid-post-axyz8dn	0.8555	15
jsid-post-aQzRDww	0.8442	40
jsid-post-a4PQBO1	0.0	81
jsid-post-avy8BK5	0.3818	56
jsid-post-avy8V0n	0.8519	0
jsid-post-aBy0bpx	-0.6808	33
jsid-post-aD21qpN	-0.8271	28
jsid-post-aBy0MQQ	0.9712	0
jsid-post-azx9vnq	0.5423	10
jsid-post-a34QzxN	0.9819	33
jsid-post-aLngOdM	-0.1027	20
jsid-post-aE02jW9	0.9801	20
jsid-post-axyzezY	0.994	12
jsid-post-ajP8j6G	0.9661	15
jsid-post-aVvY8jd	-0.4215	10
jsid-post-a34QDZ5	0.9565	91
jsid-post-aoye6K2	0.9001	13
jsid-post-aAy37GZ	-0.9921	23
jsid-post-azx9zqj	0.9911	55
jsid-post-aBy0MmN	-0.9796	12
jsid-post-a9yKepW	0.7506	54
jsid-post-a4PQ8Lm	0.9623	83
jsid-post-aAy373p	0.9538	16
jsid-post-a2vZVqY	0.0	77
jsid-post-a0eQGLB	0.7783	82
jsid-post-aW4YA8q	0.9831	24
jsid-post-amoByB6	-0.4939	19
jsid-post-aGyZqKX	0.0	80
jsid-post-awyA9RQ	0.979	28
jsid-post-aE02jeG	0.5267	13
jsid-post-aBy0b7P	0.6808	36
jsid-post-aZZL45p	0.1531	24
jsid-post-azx9vwN	0.0	36
jsid-post-adBLWod	0.5267	44
jsid-post-aZZLdnp	0.9628	21
jsid-post-aBy05bx	0.9872	45
jsid-post-aW4Y5N2	0.0	79
jsid-post-a873OXp	0.2732	82
jsid-post-aVvY58v	0.9231	14
jsid-post-axyzwAY	0.9578	22
jsid-post-aAy35X0	0.9674	122
jsid-post-a9yK0XZ	0.9485	42
jsid-post-aGyZ52G	0.936	66
jsid-post-adBLwdM	0.3818	51
jsid-post-a2vZpbd	-0.5719	58
jsid-post-ayNBwY8	0.8885	55
jsid-post-aVvY5KO	0.9905	261
jsid-post-an79wDE	-0.2023	37
jsid-post-abAYwOp	0.9794	197
jsid-post-aVvY5ZO	-0.8591	86
jsid-post-a0eQq6z	0.9744	17
jsid-post-aXPY14d	0.9842	35
jsid-post-aMVZ5DP	0.9766	14
jsid-post-a9yK0zo	0.9643	25
jsid-post-ae9rwOv	0.9442	28
jsid-post-azx9w5Z	0.9855	66
jsid-post-a0eQqEv	0.9666	18
jsid-post-aGyZ5L6	0.9001	48
jsid-post-aXPY1P9	0.0	55
jsid-post-aVvY5o8	0.9887	34
jsid-post-adBLwVD	0.8885	470
jsid-post-aQzR5X7	0.926	105
jsid-post-an79w5L	0.7371	208
jsid-post-aAy35bg	0.0	178
jsid-post-adBLwgj	0.8074	89
jsid-post-avy8w5W	-0.9803	45
jsid-post-azx9wMm	-0.9153	50
jsid-post-a873O3Q	0.2023	120
jsid-post-apRmwGD	0.91	66
jsid-post-axyzw0D	0.9774	413
jsid-post-aGyZ5En	0.9485	36
jsid-post-aGyZ5z0	0.9612	38
jsid-post-a1mQjR6	-0.9902	37
jsid-post-aYQY54w	0.926	165
jsid-post-aBy05gQ	0.2887	55
jsid-post-ae9rwMB	0.8402	17
jsid-post-axyzwDL	0.9747	158
jsid-post-aBy05wP	0.9887	73
jsid-post-avy8wr5	-0.1531	76
jsid-post-a9yK0rm	0.0	37
jsid-post-a9yK0Wm	0.5423	71
jsid-post-avy8w7d	-0.128	24
jsid-post-aLngoqV	-0.5859	343
jsid-post-aE02KLM	-0.3818	374
jsid-post-aRB1dwQ	0.8934	53
jsid-post-adBLAGd	0.0	302
jsid-post-aoyeo6x	0.8555	2300
jsid-post-aZZLXYX	-0.6597	1200
jsid-post-a4PQg86	0.9874	2300
jsid-post-aRB1Wqj	0.7717	68
jsid-post-aE02KbO	0.7964	510
jsid-post-azx9ypZ	0.8934	84
jsid-post-a873Nge	0.9595	36
jsid-post-aVvYr9n	-0.3818	135
jsid-post-a4PQgg6	-0.5574	109
jsid-post-aKGxZK6	0.9712	314
jsid-post-a9yKwgo	0.0	18
jsid-post-aMVZ7vP	0.5574	363
jsid-post-aNDYM46	0.9666	519
jsid-post-a4PQgq1	0.0	96
jsid-post-an79Zrz	0.9337	131
jsid-post-aPAYLXg	0.0258	121
jsid-post-a9yKw6Z	0.7906	911
jsid-post-awyAj1y	0.891	203
jsid-post-adBLAbV	-0.1531	26
jsid-post-aQzRbrw	0.4404	50
jsid-post-aPAYL7w	0.7351	8800
jsid-post-aLngoGg	0.9001	452
jsid-post-aXPY3Vv	0.6823	91
jsid-post-aZZLX16	0.9595	114
jsid-post-a6ZOgDA	0.9501	525
jsid-post-aNDYM9K	0.6249	290
jsid-post-ae9rzDv	-0.0258	214
jsid-post-an79Z40	0.8979	612
jsid-post-amoBQ5d	0.7906	471
jsid-post-azx9yxj	0.9552	97
jsid-post-aoyeo42	0.9169	18
